ecotype id	nativename	1_LD	2_LDV	3_SD	4_SDV	5_FT10	6_FT16	7_FT22	8_Seed Dormancy	9_Emco5	10_Emwa1	11_Emoy*	12_Hiks1	13_Noco2	14_Li7	15_B11	16_Na23	17_Mg25	18_P31	19_S34	20_K39	21_Ca43	22_Mn55	23_Fe56	24_Co59	25_Ni60	26_Cu65	27_Zn66	28_As75	29_Se82	30_Mo98	31_Cd114	32_<i>avrPphB</i>	33_<i>avrRpm1</i>	34_<i>avrRpt2</i>	35_<i>avrB</i>	39_0W	40_2W	41_4W	42_8W	43_FLC	44_FRI	45_8W GH FT	46_8W GH LN	47_0W GH FT	48_0W GH LN	57_FT Field	58_FT Diameter Field	59_FT GH	60_FT Duration GH	61_LC Duration GH	62_LFS GH	63_MT GH	64_RP GH	65_At1	66_At1 CFU2	67_As	68_As CFU2	69_Bs	70_Bs CFU2	71_At2	72_At2 CFU2	73_As2	74_As2 CFU2	75_FW 	76_DW 	77_LES	78_YEL 	79_LY 	80_LN10	81_LN16	82_LN22	158_Silique 16	159_Silique 22	161_Germ 10	162_Germ 16	163_Germ 22	164_Width 10	165_Width 16	166_Width 22	167_Chlorosis 10	168_Chlorosis 16	169_Chlorosis 22	170_Anthocyanin 10	171_Anthocyanin 16	172_Anthocyanin 22	173_Leaf serr 10	174_Leaf serr 16	175_Leaf serr 22	176_Leaf roll 10	177_Leaf roll 16	178_Leaf roll 22	179_Rosette Erect 22	182_Hypocotyl length	183_Trichome avg C	184_Trichome avg JA	185_Aphid number	186_Bacterial titer	272_Seedling Growth	273_Vern Growth	274_After Vern Growth	277_Secondary Dormancy	278_Germ in dark	279_DSDS50	280_Seed bank 133-91	281_Storage 7 days	282_Storage 28 days	283_Storage 56 days
8311	In-0	30.5	22.0	114.792	57.0	49.0	51.0	48.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.516	1.009	25.1	15.3	36.2	24.9	157.679	30.8413	57.4866	23.7801	94.6834	81.4429	13.4664	37.2972	0.667	3.74	2.333	3.141	7.167	3.395	0.0	4.516	0.0	4.212	NA	NA	NA	NA	NA	14.0	31.0	38.0	NA	NA	5.0	3.0	2.0	2.7	7.5	11.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	1.0	0.0	0.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8312	Is-0	29.8333	25.0	81.0	46.8	66.0	41.0	35.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34.1	25.8	21.6	20.9	0.328	0.449	29.0	19.6	30.1	16.8	162.635	41.6808	26.152	20.0164	63.3615	46.1187	16.6758	37.011	0.333	2.965	1.833	4.643	2.0	3.492	0.0	3.616	1.167	4.829	NA	NA	NA	NA	NA	38.0	15.0	13.0	NA	NA	7.0	3.0	2.0	2.5	9.5	15.5	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.5	1.0	0.0	1.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8313	Jm-0	26.0	25.0	100.208	58.3333	49.0	35.0	27.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.9	20.2	18.4	18.2	0.136	0.33	24.7	13.8	NA	9.3	178.431	37.0768	23.4704	18.2801	57.9456	41.8251	16.6182	34.6359	1.0	3.896	2.0	4.298	3.667	4.712	0.0	3.8	0.333	4.919	NA	NA	NA	NA	NA	18.0	10.0	10.0	NA	NA	7.0	3.0	2.0	2.0	6.3	6.0	0.0	0.0	0.0	0.0	0.0	1.0	0.75	0.5	0.5	0.0	1.0	1.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8314	Ka-0	29.4	27.0	77.6667	36.5	64.0	41.0	37.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32.1	21.0	17.9	15.2	1.222	0.571	24.2	14.2	27.3	13.1	159.145	36.2145	24.7577	19.5358	62.1424	44.2303	17.5641	37.2447	1.333	3.221	0.0	4.279	0.5	5.563	0.0	4.661	0.167	4.084	NA	NA	NA	NA	NA	41.0	16.0	17.0	NA	NA	7.0	3.0	2.0	2.2	7.2	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	1.0	1.5	1.0	0.0	1.0	0.0	NA	NA	NA	NA	NA	0.00981058	0.00325392	0.11431	0.0	99.0741	61.956	0.0	0.0	2.21239	34.3533
8323	Lc-0	NA	24.0	117.701	58.8333	51.0	41.0	36.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37.9	26.0	20.8	20.7	NA	NA	24.1	16.6	27.7	13.6	162.387	25.4153	27.0308	20.4696	66.3922	46.9446	21.2151	41.0036	0.667	5.464	0.5	4.639	3.5	3.575	0.0	4.045	0.2	5.387	NA	NA	NA	NA	NA	13.0	12.0	15.0	NA	NA	7.0	3.0	4.0	1.7	5.5	9.5	0.0	1.0	1.0	0.0	1.0	1.0	0.5	1.0	1.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8325	Lip-0	29.6667	22.8333	77.0	47.0	49.0	41.0	27.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.2	19.0	18.0	15.1	0.043	1.476	24.4	13.8	22.2	10.2	172.019	37.1283	24.6072	21.5438	62.2602	46.3725	16.0772	37.6686	1.667	4.314	1.667	3.859	5.167	4.676	0.0	4.284	0.667	4.566	NA	NA	NA	NA	NA	14.0	12.0	9.0	NA	NA	7.0	3.0	2.0	2.5	6.5	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8326	Lis-1	41.8681	34.8	98.0417	73.0	67.0	58.0	49.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.0	0.245	1.468	32.7	18.1	47.4	40.8	178.751	31.6563	42.1228	22.7702	78.8016	64.6037	14.0425	37.0967	2.167	4.662	1.667	4.258	8.0	5.371	1.833	5.343	1.5	5.457	NA	NA	NA	NA	NA	30.0	44.0	31.0	NA	NA	7.0	4.0	3.0	3.0	9.6	13.0	0.0	0.0	1.0	0.0	0.0	0.0	1.5	1.5	1.5	0.0	0.0	0.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8329	Lm-2	26.6667	24.3333	74.0083	39.0	46.0	31.0	26.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.0	19.2	17.8	15.4	0.102	0.32	24.5	11.5	23.2	10.9	159.643	37.1783	26.425	18.3999	69.4513	44.6814	24.3424	42.9494	0.333	3.075	1.333	4.655	6.0	4.983	0.5	2.909	0.0	3.458	NA	NA	NA	NA	NA	12.0	10.0	11.0	NA	NA	5.0	3.0	2.0	2.1	7.2	9.5	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.5	0.5	1.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	0.00749875	0.00914439	0.180164	1.03566	1.46199	7.23394	-7.51e-20	65.315	98.25	100.0
8334	Lu-1	40.825	25.8333	92.2417	60.4	64.0	52.0	51.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	56.4	34.6	NA	22.1	1.69	1.398	29.3	16.2	41.8	27.2	165.091	38.6035	36.1066	25.5827	78.2042	61.8893	16.147	41.9349	1.167	5.194	0.333	4.231	3.833	3.508	0.667	4.295	0.333	4.93	NA	NA	NA	NA	NA	21.0	25.0	31.0	NA	NA	7.0	3.0	2.0	2.5	7.2	12.5	1.0	0.0	0.0	0.0	0.0	0.0	0.5	1.0	1.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8335	Lund	200.0	49.8	200.0	83.3333	104.0	129.0	250.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	73.0	NA	2.782	1.914	NA	NA	200.0	NA	190.365	27.5767	33.8426	31.8478	79.066	65.1732	13.5708	45.5603	1.333	2.688	0.333	3.656	2.6	5.463	2.0	5.012	0.0	2.832	NA	NA	NA	NA	NA	48.0	68.0	140.0	NA	NA	7.0	3.0	2.0	2.0	6.2	9.0	1.0	1.0	1.0	0.0	1.0	1.0	0.75	0.75	0.75	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8337	Mir-0	82.0417	28.5	111.375	36.25	70.0	74.0	78.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	75.0	35.6	NA	17.8	NA	NA	29.0	19.0	NA	NA	157.687	40.7572	81.9393	24.8196	109.924	101.685	12.4783	36.4753	3.167	3.403	2.167	3.813	2.167	4.51	1.333	5.503	1.833	4.159	NA	NA	NA	NA	NA	33.0	47.0	49.0	NA	NA	7.0	3.0	3.0	2.7	6.0	7.2	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.75	1.0	0.0	0.0	0.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8343	Na-1	33.6667	25.0	86.0139	46.0	62.0	45.0	26.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.3	30.6	25.9	20.3	0.166	0.283	27.7	16.4	30.9	17.1	157.926	39.144	27.9406	16.7219	62.1611	44.7211	16.8843	34.0345	0.0	3.03	0.2	4.252	3.667	4.945	0.0	3.79	0.0	4.43	NA	NA	NA	NA	NA	21.0	31.0	19.0	NA	NA	5.0	3.0	2.0	2.4	9.5	13.7	0.0	0.0	0.0	0.0	0.0	0.0	0.75	1.0	1.0	1.0	1.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8351	Ost-0	200.0	36.0	200.0	95.0	78.0	112.0	250.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	125.0	69.4	31.4	2.07	0.723	34.4	22.0	NA	NA	168.185	31.5653	NA	NA	NA	NA	NA	NA	1.167	4.791	0.8	5.197	6.5	4.359	0.5	4.586	3.167	4.366	NA	NA	NA	NA	NA	38.0	59.0	262.0	NA	NA	5.0	3.0	2.0	2.6	5.6	8.6	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8353	Pa-1	27.0	19.3333	60.6667	27.6	41.0	40.0	37.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.3	15.6	15.4	14.2	NA	NA	23.8	9.1	26.0	12.2	91.9233	32.4466	24.1196	17.4386	58.0806	40.9688	16.8416	34.5982	2.0	4.253	0.167	5.054	0.667	4.834	0.833	4.551	0.0	3.909	NA	NA	NA	NA	NA	9.0	12.0	15.0	NA	NA	5.0	3.0	2.0	2.4	6.2	7.5	0.0	0.0	0.0	0.0	0.0	0.0	0.5	1.0	1.5	0.0	0.0	1.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8354	Per-1	34.3472	27.5	NA	NA	70.0	45.0	29.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.4	21.4	NA	18.2	0.361	0.469	29.0	15.0	33.6	15.1	168.001	19.0269	29.8491	22.0552	68.0131	51.9123	16.0083	38.1305	3.333	6.548	0.833	5.202	7.833	5.754	1.5	5.461	5.167	3.093	NA	NA	NA	NA	NA	26.0	17.0	12.0	NA	NA	5.0	3.0	2.0	2.2	7.2	6.4	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5	0.5	1.0	0.0	1.0	0.0	NA	NA	NA	NA	NA	0.0050109	0.00142789	0.0820875	1.84043	3.67647	18.9253	0.0	56.05	66.75	100.0
8357	Pla-0	52.5417	25.6667	78.0	40.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52.8	30.2	NA	18.2	NA	NA	25.6	14.7	50.9	69.5	150.249	40.2655	50.925	22.8384	87.1424	73.9046	12.7866	35.9965	0.833	2.837	0.833	3.753	6.667	4.802	0.667	2.288	0.833	4.427	NA	NA	NA	NA	NA	18.0	36.0	53.0	NA	NA	5.0	3.0	2.0	3.4	6.2	7.5	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8365	Rak-2	27.5	30.5	72.3333	44.6	51.0	33.0	26.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.2	19.2	NA	18.9	NA	NA	32.2	15.4	26.3	12.2	154.76	33.4013	26.091	18.0244	59.3838	44.215	15.9507	33.4982	2.833	4.845	1.833	3.643	8.333	4.92	3.0	4.47	0.333	4.28	NA	NA	NA	NA	NA	16.0	12.0	10.0	NA	NA	5.0	3.0	2.0	2.7	8.0	9.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.5	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8366	Rd-0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	185.556	42.3477	24.8802	21.7333	67.6388	46.5377	19.2481	42.1759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8369	Rev-1	95.0417	41.0	200.0	76.0	76.0	67.0	110.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.065	2.352	30.6	21.6	69.2	91.4	188.367	24.1912	168.936	NA	NA	NA	NA	NA	1.5	5.453	0.5	5.102	7.167	4.799	0.667	5.174	0.667	5.246	NA	NA	NA	NA	NA	36.0	50.0	58.0	NA	NA	5.0	3.0	2.0	2.7	5.8	8.0	0.0	1.0	1.0	1.0	1.0	1.0	0.5	1.0	1.0	0.0	0.0	0.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8374	Rsch-4	31.8333	32.6667	77.5	54.0	59.0	45.0	30.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35.1	25.0	22.8	19.5	0.309	0.69	28.2	17.1	29.2	16.6	167.487	43.4959	30.2733	21.1911	68.5655	51.6034	17.0633	38.2591	1.5	4.208	0.333	4.715	9.0	6.28	0.0	4.522	0.0	4.271	NA	NA	NA	NA	NA	30.0	31.0	14.0	NA	NA	7.0	3.0	2.0	2.4	10.5	16.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.75	1.0	0.0	1.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8376	Sanna-2	200.0	45.75	200.0	73.3333	84.0	134.0	250.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	125.0	88.9	33.1	1.629	0.937	38.0	19.9	200.0	NA	167.852	30.0596	164.263	NA	NA	NA	NA	NA	0.833	4.554	0.333	3.816	3.833	5.901	0.5	4.561	0.0	4.287	NA	NA	NA	NA	NA	40.0	90.0	310.0	NA	NA	7.0	3.0	2.0	2.5	7.0	7.5	0.0	1.0	1.0	0.0	0.0	0.0	0.5	0.5	0.75	1.0	0.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8378	Sap-0	41.825	27.6	87.8542	44.0	56.0	50.0	41.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31.9	25.2	NA	18.5	0.862	1.27	26.8	16.4	35.2	23.1	158.529	35.2714	34.7583	17.3611	67.7883	51.9352	16.1051	33.2265	2.5	4.787	4.5	3.611	5.667	5.016	2.5	5.811	5.0	4.8	NA	NA	NA	NA	NA	17.0	22.0	23.0	NA	NA	7.0	3.0	2.0	2.2	7.5	10.7	1.0	1.0	1.0	0.0	0.0	0.0	0.75	0.75	0.75	1.0	0.0	0.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8387	St-0	35.5104	30.3333	90.5278	57.8	52.0	49.0	44.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.058	NA	32.1	15.9	37.0	23.4	169.976	30.8807	31.4561	21.6523	69.5318	53.3083	16.0781	38.011	0.0	3.358	2.333	5.447	4.833	4.55	0.167	3.807	1.0	4.738	NA	NA	NA	NA	NA	18.0	23.0	28.0	NA	NA	5.0	3.0	2.0	2.3	7.0	12.2	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.5	0.0	0.0	0.0	1.0	NA	NA	NA	NA	NA	0.00724851	0.00716459	0.12492	0.398867	59.6757	29.969	-6.31e-17	0.333333	53.6667	89.6552
8388	Stw-0	NA	24.0	67.4	40.5	60.0	46.0	34.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35.2	24.6	NA	22.1	NA	NA	26.6	16.0	32.0	20.7	165.662	31.6882	29.1526	21.3076	69.3787	50.7777	16.29	39.2557	2.333	2.302	0.5	3.668	6.167	4.43	0.0	4.223	2.167	4.904	NA	NA	NA	NA	NA	19.0	21.0	14.0	NA	NA	5.0	3.0	2.0	2.5	7.2	10.5	0.0	1.0	1.0	0.0	0.0	0.0	1.5	1.0	1.0	1.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	0.0104052	0.00722568	0.158669	2.26862	-1.81e-14	20.0464	6.61e-21	48.3375	55.5	96.75
8389	Ta-0	32.8333	27.2	81.6	47.0	63.0	50.0	38.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32.6	23.8	NA	20.6	0.156	2.64	26.0	17.4	28.9	18.1	156.875	30.2608	35.4555	11.6637	64.8127	47.0942	17.6889	29.3878	2.5	6.396	2.667	5.8	6.833	3.157	0.167	5.079	0.5	5.324	NA	NA	NA	NA	NA	19.0	26.0	19.0	NA	NA	5.0	3.0	2.0	2.5	6.5	10.2	0.0	1.0	1.0	0.0	0.0	0.0	0.75	1.0	1.0	1.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8395	Tu-0	33.3333	36.25	76.8403	49.1667	69.0	35.0	40.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31.9	24.4	NA	22.6	0.035	0.846	29.1	20.7	29.8	18.1	162.165	46.372	31.0774	21.0941	69.2602	52.3159	16.7726	38.1396	0.667	4.117	1.833	4.068	2.333	2.389	0.333	4.499	0.333	4.789	NA	NA	NA	NA	NA	27.0	22.0	23.0	NA	NA	5.0	3.0	2.0	2.7	8.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	1.0	1.0	1.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8411	Rd-0	27.1667	25.0	86.6875	69.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.8	21.5	21.4	19.6	0.082	0.894	27.3	15.5	24.2	9.3	184.665	34.6278	25.7428	22.2607	66.5562	48.0239	18.4664	40.7591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8412	Sav-0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.06	0.399	23.1	12.3	22.1	6.7	172.804	35.6714	22.3031	18.5941	57.09	40.8893	15.9943	34.6686	2.667	5.112	4.0	6.045	7.8	4.863	1.333	4.99	0.333	4.561	NA	NA	NA	NA	NA	20.0	10.0	8.0	NA	NA	7.0	3.0	2.0	3.2	7.5	5.6	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	0.00988099	0.00525357	0.155034	2.26459	0.0	21.772	0.0	40.0475	57.0	97.5
8420	Kelsterbach-4	NA	NA	NA	NA	56.0	41.0	28.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28.6	22.2	20.1	18.4	NA	NA	31.8	17.0	NA	NA	156.536	30.0955	28.2882	18.8384	63.8651	47.2227	17.0903	35.674	2.167	4.877	0.833	4.965	5.4	4.271	0.0	4.341	0.2	4.716	NA	NA	NA	NA	NA	20.0	15.0	14.0	NA	NA	7.0	3.0	3.0	3.1	9.0	12.0	0.0	0.0	1.0	0.0	0.0	0.0	0.75	0.5	0.0	1.0	0.0	0.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8422	Fjä1-1	NA	NA	NA	NA	106.0	172.0	250.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	196.188	31.8918	166.574	NA	NA	NA	NA	NA	1.25	5.56	1.333	4.853	6.5	4.048	1.667	4.084	0.4	5.274	NA	NA	NA	NA	NA	53.0	168.0	128.0	NA	NA	5.0	3.0	3.0	3.0	6.5	8.3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.5	1.0	0.0	0.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8423	Hov2-1	NA	NA	NA	NA	70.0	53.0	44.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.179	1.1	33.7	21.2	NA	NA	182.011	33.1707	47.1974	26.1911	91.6554	73.5162	18.7151	44.5979	2.833	5.415	2.167	5.227	4.833	3.429	0.5	3.651	4.333	3.272	NA	NA	NA	NA	NA	24.0	28.0	33.0	NA	NA	5.0	3.0	2.0	3.0	7.2	12.7	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5	1.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8424	Kas-2	44.2014	21.6667	92.2167	35.3333	46.0	51.0	63.0	189.0	1.0	1.0	0.0	1.0	NA	8.26295	86.9584	452.602	13896.3	8674.62	8708.11	30029.6	29124.7	93.7451	63.7463	1.42444	2.3992	1.17039	81.1612	0.245554	6.35709	1.49401	3.26528	0.0	1.0	1.0	1.0	74.0	43.8	30.9	28.6	5.958	1.8633	29.2	13.0	NA	NA	159.533	38.9751	59.1042	29.7236	97.6757	88.7193	9.35774	38.8292	5.0	5.614	4.667	2.173	8.667	5.102	4.333	5.377	6.667	5.963	0.4589	0.0301	0.0	1.0	1.0	13.0	37.0	36.0	1.8	1.5	5.0	3.0	2.0	4.1	6.2	9.5	0.0	1.0	1.0	1.0	0.0	0.0	0.75	0.75	1.0	1.0	0.0	0.0	1.0	7.55	9.0	24.3	41.5	13.8	0.00929748	0.00349692	0.103447	NA	NA	264.0	2.1e-15	-4.9e-16	1.04e-14	-2.11e-14
8426	Ull1-1	NA	NA	NA	NA	49.0	31.0	26.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.8	18.6	NA	17.9	0.017	0.709	27.0	15.6	23.9	11.1	166.098	34.0858	25.5211	19.1329	62.5517	45.0896	18.7515	37.5198	0.167	3.175	1.167	4.831	4.0	5.198	0.0	3.991	0.5	3.956	NA	NA	NA	NA	NA	14.0	11.0	12.0	NA	NA	6.0	3.0	3.0	3.5	8.0	12.5	0.0	0.0	1.0	0.0	0.0	0.0	0.75	0.75	0.75	1.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
