ecotype id	nativename	1_LD	2_LDV	3_SD	4_SDV	5_FT10	6_FT16	7_FT22	8_Seed Dormancy	9_Emco5	10_Emwa1	11_Emoy*	12_Hiks1	13_Noco2	14_Li7	15_B11	16_Na23	17_Mg25	18_P31	19_S34	20_K39	21_Ca43	22_Mn55	23_Fe56	24_Co59	25_Ni60	26_Cu65	27_Zn66	28_As75	29_Se82	30_Mo98	31_Cd114	32_<i>avrPphB</i>	33_<i>avrRpm1</i>	34_<i>avrRpt2</i>	35_<i>avrB</i>	39_0W	40_2W	41_4W	42_8W	43_FLC	44_FRI	45_8W GH FT	46_8W GH LN	47_0W GH FT	48_0W GH LN	57_FT Field	58_FT Diameter Field	59_FT GH	60_FT Duration GH	61_LC Duration GH	62_LFS GH	63_MT GH	64_RP GH	65_At1	66_At1 CFU2	67_As	68_As CFU2	69_Bs	70_Bs CFU2	71_At2	72_At2 CFU2	73_As2	74_As2 CFU2	75_FW 	76_DW 	77_LES	78_YEL 	79_LY 	80_LN10	81_LN16	82_LN22	158_Silique 16	159_Silique 22	161_Germ 10	162_Germ 16	163_Germ 22	164_Width 10	165_Width 16	166_Width 22	167_Chlorosis 10	168_Chlorosis 16	169_Chlorosis 22	170_Anthocyanin 10	171_Anthocyanin 16	172_Anthocyanin 22	173_Leaf serr 10	174_Leaf serr 16	175_Leaf serr 22	176_Leaf roll 10	177_Leaf roll 16	178_Leaf roll 22	179_Rosette Erect 22	182_Hypocotyl length	183_Trichome avg C	184_Trichome avg JA	185_Aphid number	186_Bacterial titer	272_Seedling Growth	273_Vern Growth	274_After Vern Growth	277_Secondary Dormancy	278_Germ in dark	279_DSDS50	280_Seed bank 133-91	281_Storage 7 days	282_Storage 28 days	283_Storage 56 days
5837	Bor-1	41.875	25.0	75.6667	42.3333	57.0	50.0	43.0	34.0	1.0	1.0	1.0	1.0	1.0	7.29728	80.9957	1159.9	13203.2	8640.28	11078.0	31498.1	24580.4	89.0445	62.4061	1.47198	2.93497	0.647707	66.3228	0.3294	7.59213	1.43417	4.55296	1.0	1.0	1.0	1.0	44.7	28.0	23.5	20.2	0.813	2.4135	27.6	15.8	34.1	21.6	158.042	25.1824	34.8845	22.505	72.08	57.1281	14.6875	37.0721	0.5	5.331	1.0	3.528	5.333	4.222	0.167	3.711	0.0	5.055	1.575	0.0925	0.0	0.0	0.0	21.0	28.0	23.0	1.4	0.9	7.0	4.0	2.0	4.5	8.5	10.5	0.0	1.0	1.0	0.0	1.0	0.0	0.5	1.0	1.0	1.0	1.0	0.0	0.0	4.47	15.3	23.3	16.5	15.7	0.00676544	0.00198257	0.0599347	1.47791	4.16667	41.2545	0.0	2.75	15.0	81.3899
6008	Duk	26.0	24.6667	69.6667	58.0	60.0	41.0	24.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.5	16.0	17.8	17.2	0.018	0.243	25.2	15.0	25.2	8.7	166.69	26.0618	24.379	16.4742	58.0526	41.0804	16.5362	33.3679	1.333	3.102	0.167	4.451	2.333	3.781	0.0	5.351	0.5	5.055	NA	NA	NA	NA	NA	24.0	13.0	13.0	NA	NA	5.0	3.0	2.0	2.4	8.2	6.2	0.0	1.0	1.0	0.0	0.0	0.0	0.5	0.0	0.0	1.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6009	Eden-1	200.0	47.0	NA	74.6667	98.0	151.0	250.0	2.0	1.0	1.0	NA	1.0	1.0	6.03735	75.7086	554.938	13658.8	8638.72	10806.1	27738.0	26800.3	118.62	62.6406	1.45684	4.04426	0.953108	67.5195	0.29967	7.72461	1.53644	3.2948	0.0	1.0	1.0	1.0	NA	125.0	78.6	31.5	0.939	1.3987	35.9	24.1	200.0	NA	180.792	26.0843	163.224	NA	NA	NA	NA	NA	1.0	3.936	2.5	5.091	1.5	5.556	4.6	4.406	0.25	5.144	0.3424	0.0304	1.0	0.0	1.0	31.0	79.0	178.0	1.4	0.9	5.0	4.0	4.0	2.4	7.8	7.7	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5.97	69.0	46.5	27.3	9.2	0.009551	0.00239152	0.0877888	0.499325	65.0948	5.24274	-7.66e-20	70.1875	98.4375	100.0
6016	Eds-1	83.0417	35.0	200.0	55.0	75.0	101.0	113.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	125.0	78.2	NA	30.8	2.084	1.89	NA	NA	200.0	NA	180.088	21.4814	125.997	NA	NA	NA	NA	NA	0.667	3.82	0.333	4.577	4.0	4.981	1.4	3.737	0.667	4.675	NA	NA	NA	NA	NA	38.0	50.0	64.0	NA	NA	7.0	3.0	2.0	2.8	6.5	9.5	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.75	0.0	0.0	0.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6040	Kni-1	200.0	43.2	200.0	78.0	71.0	92.0	87.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	125.0	72.4	NA	33.0	2.321	1.901	33.3	30.4	86.0	91.1	187.514	28.4487	65.1273	32.6043	111.196	97.3101	13.1144	45.7053	0.667	3.362	0.5	5.176	1.333	4.721	0.667	4.078	0.333	4.816	NA	NA	NA	NA	NA	35.0	37.0	74.0	NA	NA	7.0	3.0	2.0	1.8	6.2	9.7	0.0	0.0	1.0	0.0	0.0	0.0	0.5	0.0	0.5	0.0	0.0	0.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6042	Lom1-1	29.1667	28.0	83.3403	53.6667	56.0	35.0	29.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.3	17.6	NA	16.6	0.052	0.425	26.4	16.1	23.0	9.7	152.963	29.1316	24.4555	21.1135	62.6891	45.6661	16.9943	38.2066	1.333	5.325	0.333	4.391	5.5	6.187	0.167	3.354	0.0	4.714	NA	NA	NA	NA	NA	17.0	13.0	9.0	NA	NA	5.0	3.0	2.0	2.0	8.5	9.0	1.0	1.0	1.0	0.0	1.0	0.0	0.5	1.0	1.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6043	Löv-1	200.0	52.8333	200.0	99.0	90.0	174.0	250.0	0.0	1.0	1.0	NA	0.0	0.0	5.03345	71.1552	389.432	11362.6	10083.6	12277.1	31362.8	24198.8	108.039	63.4751	1.29533	3.73757	0.992542	71.6353	0.194808	7.62001	2.27191	3.83151	0.0	NA	1.0	NA	125.0	125.0	125.0	NA	1.49	1.7791	43.4	37.9	200.0	NA	173.259	27.0311	166.469	NA	NA	NA	NA	NA	1.167	5.117	0.667	4.589	1.5	4.848	0.5	4.103	0.667	3.835	0.2332	0.0234	1.0	0.0	1.0	48.0	82.5	180.0	1.5	0.9	5.0	3.0	2.0	3.8	7.2	8.5	0.0	1.0	0.0	1.0	1.0	1.0	0.75	1.0	1.0	0.0	0.0	0.0	1.0	5.17	43.0	42.5	38.3	10.9	NA	0.00524101	0.103636	1.09419	42.1667	7.94253	8.36e-20	56.75	98.4127	100.0
6046	Löv-5	200.0	51.25	200.0	117.2	93.0	150.0	250.0	0.0	1.0	1.0	0.0	0.0	NA	4.89917	60.8062	570.525	11143.0	10502.2	13350.3	29433.5	22636.6	100.548	69.1097	1.31328	4.06472	1.10288	74.4334	0.274396	8.51511	2.32662	3.5933	0.0	NA	1.0	1.0	NA	NA	NA	36.8	3.324	4.3861	42.0	38.0	200.0	NA	170.863	27.4397	NA	NA	NA	NA	NA	NA	1.833	3.939	1.0	4.757	3.75	4.187	0.833	3.613	1.667	5.177	0.2529	0.0232	1.0	0.0	1.0	44.0	94.0	184.0	1.5	0.9	5.0	4.0	2.0	3.2	7.2	8.6	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.75	1.0	0.0	0.0	0.0	0.5	4.3	28.5	49.0	14.5	9.0	NA	0.0113693	0.170716	0.516917	77.5	12.4755	-8.25e-20	35.0	100.0	100.0
6064	Nyl-2	200.0	42.0	200.0	NA	96.0	201.0	250.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	125.0	125.0	71.9	26.9	1.234	0.838	37.1	27.6	200.0	NA	188.772	21.7971	166.221	NA	NA	127.604	NA	NA	0.5	3.482	0.0	4.323	6.333	5.027	1.333	5.669	1.833	4.127	NA	NA	NA	NA	NA	46.0	116.0	124.0	NA	NA	7.0	3.0	2.0	2.4	6.2	11.2	1.0	1.0	1.0	0.0	1.0	1.0	0.75	0.75	1.0	0.0	0.0	0.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6074	Ör-1	200.0	43.6	200.0	135.333	91.0	97.0	123.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	125.0	125.0	115.8	43.8	1.628	1.112	NA	NA	200.0	NA	174.899	31.2103	103.574	12.3641	115.924	116.162	-0.492884	11.8976	3.0	3.985	4.2	4.76	5.75	5.889	1.8	4.147	2.833	5.657	NA	NA	NA	NA	NA	37.0	42.0	158.0	NA	NA	7.0	3.0	2.0	2.5	7.2	15.0	0.0	0.0	0.0	0.0	0.0	1.0	0.75	0.75	0.75	0.0	0.0	0.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6243	Tottarp-2	35.8403	24.75	98.2014	50.0	56.0	41.0	29.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31.4	21.6	NA	19.4	0.248	1.358	25.1	14.9	27.0	14.3	163.691	39.2225	28.3952	27.1637	73.2639	55.5621	18.3128	45.1504	2.833	5.36	0.2	5.5	6.5	3.204	1.0	4.965	0.833	6.024	NA	NA	NA	NA	NA	23.0	16.0	15.0	NA	NA	7.0	3.0	2.0	2.7	8.6	12.7	0.0	0.0	1.0	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6709	Bg-2	33.6736	26.5	96.7014	61.0	52.0	43.0	39.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37.4	24.8	NA	17.1	0.548	1.069	24.6	16.4	26.6	14.0	160.507	35.3529	25.4878	19.5004	66.4341	44.8206	21.7177	41.2736	1.167	3.771	1.5	3.221	7.167	3.395	0.0	4.388	2.5	5.742	NA	NA	NA	NA	NA	19.0	18.0	23.0	NA	NA	7.0	3.0	2.0	2.0	6.2	11.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.5	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6897	Ag-0	45.2083	25.5	200.0	72.5	62.0	58.0	68.0	65.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	72.5	49.0	NA	21.8	2.867	1.0283	32.1	22.1	37.8	20.4	167.626	20.8338	50.0923	34.1135	97.2416	84.3481	12.6199	47.049	0.333	4.19	3.5	2.638	7.667	5.96	3.0	4.596	1.5	4.688	0.5539	0.0425	0.0	0.0	0.0	21.0	41.0	79.0	1.4	1.2	5.0	4.0	3.0	3.6	7.3	11.5	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.5	0.5	1.0	0.0	0.0	1.0	5.89	13.3	22.8	25.3	16.2	0.00811379	0.00282226	0.0712424	NA	NA	192.072	11.1939	0.0	0.25	0.0
6898	An-1	26.3403	20.4	67.8333	48.1667	41.0	26.0	25.0	1.0	0.0	1.0	0.0	0.0	0.0	7.39791	87.4363	1002.97	13256.8	9518.03	9911.47	26612.8	26768.5	116.833	62.0876	1.27219	3.06322	1.03474	90.4134	0.192722	6.52136	2.08173	2.45775	0.0	1.0	1.0	1.0	22.9	15.2	20.8	16.8	0.111	1.3907	21.9	11.2	21.8	8.0	151.215	42.1358	20.7882	22.0552	65.0562	42.8175	22.147	44.2211	3.333	5.183	0.833	5.619	6.833	4.894	2.0	4.874	3.167	5.564	0.5814	0.0408	1.0	0.0	1.0	12.0	9.0	9.0	1.5	0.9	5.0	3.0	2.0	4.2	5.0	4.4	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	1.0	0.0	0.0	0.0	5.71	36.3	34.8	22.5	11.6	0.00706085	0.00170727	0.0730645	0.991412	18.7262	7.13983	-6.98e-20	87.675	95.75	100.0
6899	Bay-0	27.5	23.1667	88.5208	79.3333	54.0	34.0	25.0	0.0	0.0	1.0	0.0	0.0	NA	8.21425	96.7573	655.975	14316.5	7442.01	14046.0	26243.5	28355.2	73.2863	60.902	1.36351	3.34824	0.992739	57.9322	0.239331	9.37138	3.56447	2.66823	0.0	1.0	1.0	1.0	30.2	18.6	18.1	14.5	0.196	0.3372	24.5	13.5	23.7	9.2	153.283	37.939	26.5923	21.0746	64.646	47.7685	16.7447	38.0255	1.833	5.844	2.167	5.34	5.5	5.446	2.167	5.023	1.833	5.968	0.4619	0.0301	0.0	0.0	0.0	18.0	11.0	8.0	1.8	1.1	7.0	4.0	2.0	3.4	9.5	10.5	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.5	1.0	1.0	1.0	0.0	1.0	5.99	26.3	26.7	31.8	11.0	0.00983389	0.0134636	0.249604	0.664479	0.0	4.58595	0.0	76.5994	81.75	100.0
6900	Bil-5	200.0	33.5	200.0	107.5	90.0	171.0	250.0	1.0	NA	1.0	1.0	1.0	1.0	5.82627	73.3522	927.769	11156.5	8715.8	9975.02	36589.7	23560.6	139.611	63.5415	2.17381	3.47692	1.11941	94.6996	0.15664	6.46284	1.54899	4.87692	0.0	0.0	1.0	0.0	NA	125.0	84.1	25.2	1.113	2.7299	28.7	21.7	200.0	NA	182.283	21.1494	165.154	NA	NA	NA	NA	NA	3.0	3.998	4.833	6.168	6.5	4.67	1.667	3.634	4.5	5.065	0.2327	0.0202	1.0	0.0	1.0	48.0	76.0	156.0	1.4	0.9	5.0	3.0	2.0	2.6	5.5	7.5	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.98	62.5	58.5	10.0	14.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6901	Bil-7	200.0	30.2	200.0	61.5	86.0	169.0	250.0	0.0	1.0	1.0	NA	NA	0.0	5.44745	67.1482	900.858	10988.5	8412.12	10813.5	38770.5	23095.4	129.019	66.1153	2.17599	3.2793	1.11268	89.5432	0.21755	6.90808	1.40302	4.31325	0.0	0.0	1.0	0.0	NA	NA	78.0	31.8	1.473	3.1047	36.5	20.0	200.0	NA	182.402	19.7076	NA	NA	NA	NA	NA	NA	2.333	2.026	1.833	2.262	6.667	4.773	3.5	2.672	0.667	3.611	0.2804	0.0234	1.0	0.0	1.0	36.0	74.0	119.0	1.4	0.9	5.0	3.0	3.0	2.9	5.2	8.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	NA	52.5	83.0	20.0	12.6	0.00928937	0.000899734	0.0568184	1.24959	37.0913	6.41757	0.0	69.0335	98.75	100.0
6903	Bor-4	38.5278	23.8333	88.5139	56.8333	57.0	52.0	38.0	28.0	1.0	1.0	1.0	1.0	1.0	8.52958	71.9811	983.021	14715.9	7699.4	11157.4	29168.2	29713.1	82.8817	66.1704	1.06793	3.16747	0.945857	75.7049	0.191492	6.58624	2.83033	3.29561	0.0	1.0	0.0	1.0	37.1	23.6	19.6	17.9	0.369	1.5878	25.7	16.9	30.0	15.4	165.998	26.7362	35.4095	19.2801	68.0131	54.7303	13.3966	32.607	1.833	4.359	1.167	5.464	7.167	4.05	1.0	5.324	0.5	5.6	1.1484	0.0667	0.0	0.0	0.0	24.0	28.0	20.0	1.6	1.0	7.0	4.0	2.0	3.6	7.2	12.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	4.43	24.5	36.5	35.0	11.5	0.00736033	0.00449879	0.124493	1.97516	8.58e-15	40.4731	0.0	5.31	32.6437	74.75
6904	Br-0	92.5347	23.3333	110.042	36.8333	66.0	77.0	66.0	73.0	1.0	1.0	1.0	1.0	1.0	6.17904	76.048	1855.96	12765.5	8748.34	13576.2	43387.8	24642.1	89.2347	69.4283	1.4102	3.23229	0.932638	81.9064	0.281173	7.99419	2.70963	3.36302	1.0	1.0	1.0	1.0	76.2	41.0	24.5	17.1	6.27	2.0591	26.4	17.4	69.9	82.6	145.313	36.9139	48.3199	23.0071	91.7904	73.9376	17.7755	40.7945	1.333	3.939	2.0	4.719	8.0	2.829	1.333	4.579	0.667	5.05	0.4762	0.035	0.0	0.0	0.0	23.0	50.0	69.0	1.5	1.2	7.0	4.0	3.0	4.4	7.3	9.4	1.0	0.0	1.0	0.0	1.0	0.0	0.75	0.5	0.5	1.0	0.0	1.0	1.0	5.76	NA	NA	28.5	16.9	0.00798701	0.00879185	0.206641	NA	NA	160.662	-10.6115	1.64e-17	0.75	7.19e-15
6905	Bur-0	32.0	35.1667	101.042	76.3333	65.0	50.0	44.0	0.0	0.0	0.0	0.0	1.0	1.0	8.87523	85.2091	2395.47	15083.1	10756.7	8906.93	28356.6	28944.5	81.3005	57.258	0.964807	2.84574	0.947949	66.8996	0.229269	5.83629	5.07866	2.64163	1.0	1.0	1.0	1.0	43.5	34.4	32.0	28.8	0.445	1.1803	NA	NA	37.1	25.1	181.049	33.0302	32.6968	21.3578	73.4815	54.1202	18.7587	40.4585	0.333	4.16	1.833	4.566	6.667	5.292	0.833	4.984	0.5	4.819	0.8465	0.0616	0.0	0.0	0.0	28.0	33.0	24.0	1.6	1.2	5.0	3.0	2.0	4.6	9.4	11.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	6.44	19.0	28.5	47.8	15.0	0.00940748	0.0022428	0.0988164	0.879132	65.7616	3.51786	0.0	99.5	100.0	100.0
6906	C24	28.6667	18.6667	61.8333	27.0	43.0	38.0	46.0	119.0	1.0	1.0	1.0	1.0	1.0	5.48502	61.7986	2331.95	12545.7	9299.09	14401.2	28791.5	25865.8	108.04	65.0957	1.35197	3.02628	1.16088	84.9882	0.139104	8.25758	3.07574	5.16177	1.0	0.0	1.0	0.0	44.0	23.2	18.1	13.5	1.264	1.3541	23.5	12.5	32.2	20.2	114.658	28.4476	30.4244	15.7219	64.1611	46.1034	18.6897	33.8987	4.167	5.421	3.667	3.557	6.833	4.518	5.5	4.938	1.833	4.924	0.2863	0.0186	0.0	0.0	0.0	14.0	25.0	32.0	1.6	1.1	5.0	3.0	3.0	4.8	6.5	7.5	0.0	1.0	1.0	0.0	0.0	1.0	0.5	1.0	1.0	0.0	0.0	0.0	1.0	4.99	2.5	11.3	8.0	11.2	0.0102952	0.00188348	0.0611728	0.0329185	79.6342	37.63	-9.96e-21	0.8775	23.329	87.8445
6907	CIBC-17	46.8681	30.1667	102.542	53.6667	58.0	57.0	53.0	55.0	0.0	0.0	1.0	NA	0.0	7.32627	84.521	730.819	13067.5	9426.05	10406.1	36131.4	25014.7	81.5031	56.6081	1.49043	3.12762	0.618611	62.0147	0.190604	7.1481	1.13786	3.05935	1.0	0.0	1.0	0.0	50.1	38.0	31.1	24.7	0.857	1.4871	32.3	21.3	35.4	28.1	167.833	40.0578	38.318	25.9337	75.5732	61.7463	14.4277	39.7945	0.333	3.343	0.0	4.495	4.2	3.869	0.0	3.816	0.0	3.871	0.9221	0.0655	0.0	0.0	0.0	21.0	53.0	44.0	1.4	1.1	5.0	3.0	2.0	4.2	8.4	8.9	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.5	0.75	1.0	0.0	0.0	1.0	6.51	25.8	28.3	35.3	16.7	0.00811379	0.00394	0.0858092	0.0148809	94.5517	61.1331	7.5	0.0	0.0	38.5159
6908	CIBC-5	35.5069	23.0	95.6333	62.25	49.0	49.0	42.0	52.0	1.0	1.0	1.0	1.0	1.0	5.93783	86.3505	707.215	14003.1	8922.27	13454.9	35689.4	29527.8	81.9706	67.582	1.44759	3.37902	0.671517	61.6265	0.204984	8.22867	2.40806	2.49995	1.0	1.0	0.0	1.0	49.6	27.0	25.1	17.7	1.293	1.3286	26.9	17.3	32.1	23.0	158.991	28.1767	37.4853	19.3303	71.5878	56.7456	15.6732	34.4366	4.167	5.492	2.833	4.107	9.833	5.025	1.5	4.275	2.167	4.795	0.7504	0.0544	0.0	0.0	0.0	21.0	28.0	37.0	1.3	0.7	5.0	4.0	2.0	4.2	8.2	11.5	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.5	1.0	1.0	0.0	0.0	1.0	6.17	63.8	59.8	31.3	13.9	0.00801586	0.00834691	0.159834	-0.10582	96.1538	60.0371	-8.5	0.0	1.5	44.5
6909	Col-0	27.3333	23.0	93.825	56.8333	51.0	32.0	32.0	0.0	0.0	1.0	1.0	1.0	0.0	9.01691	100.494	745.12	15464.6	6962.63	10173.8	26502.8	30113.3	80.0905	58.0574	1.21266	3.0836	1.09639	75.5202	0.185904	5.82137	3.3599	3.50076	1.0	1.0	1.0	1.0	30.7	21.6	21.3	18.6	0.127	1.2302	27.2	15.1	27.3	11.1	172.708	32.2605	25.5152	19.7413	62.6517	45.2227	17.2997	37.0544	2.333	5.036	1.667	5.779	9.75	4.247	1.5	5.717	3.5	5.692	0.45	0.0362	0.0	0.0	0.0	13.0	12.0	15.0	1.6	1.2	5.0	3.0	2.0	4.5	9.0	11.2	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.75	1.0	1.0	1.0	0.0	0.0	4.03	32.5	48.0	29.5	16.4	0.00540535	0.00405641	0.0931168	0.162068	5.75595	18.6839	0.0	6.82	89.0	100.0
6910	Ct-1	26.8333	21.6667	69.1667	34.5	49.0	37.0	26.0	41.0	1.0	1.0	1.0	1.0	1.0	7.50998	90.0228	586.092	13838.8	8029.28	11715.0	29094.5	28547.2	95.7139	58.6912	1.09542	1.52843	0.855692	66.9266	0.215127	7.22903	1.7212	2.94058	1.0	1.0	1.0	1.0	29.5	18.8	19.9	16.1	0.035	0.3132	24.1	11.9	27.9	9.9	148.116	22.5622	26.5463	18.8578	62.6798	45.5713	17.1191	36.078	1.0	3.706	0.5	2.696	4.0	2.596	1.667	4.661	3.833	4.902	0.9318	0.0592	1.0	0.0	1.0	17.0	12.0	9.0	1.7	1.4	5.0	3.0	2.0	4.5	7.0	9.5	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.5	1.0	1.0	0.0	0.0	6.79	18.8	27.0	21.5	16.9	0.00619291	0.00344973	0.0865612	NA	NA	115.145	-19.0761	0.56	10.25	23.8972
6911	Cvi-0	31.6667	22.0	62.0	26.3333	46.0	53.0	39.0	NA	1.0	0.0	0.0	NA	0.0	7.68306	112.552	351.564	11183.9	8565.53	10368.3	31630.8	23833.3	99.2434	57.8616	1.45922	2.65262	1.2111	71.8732	0.227395	6.79051	6.00194	3.13038	1.0	0.0	1.0	0.0	43.6	24.2	20.2	18.0	2.179	2.2244	25.0	8.3	36.3	15.5	111.225	30.0511	26.1398	20.3687	63.9585	46.7079	17.5535	37.9699	0.5	2.721	0.5	3.664	3.667	4.17	0.0	3.304	0.0	3.766	0.5169	0.0378	0.0	0.0	0.0	12.0	18.0	13.0	2.2	1.9	5.0	3.0	3.0	6.0	7.0	11.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5.87	104.3	98.0	83.5	15.4	0.00536291	0.0036819	0.0894457	0.532677	84.4316	94.0411	9.80357	0.0	0.0	0.5
6913	Eden-2	200.0	40.5	200.0	NA	99.0	252.0	250.0	NA	1.0	NA	0.0	1.0	1.0	5.05784	63.2393	539.845	12236.8	9872.53	12490.2	26729.4	26712.9	110.874	62.0428	1.74236	3.47805	1.33259	75.5593	0.220302	6.72055	2.45647	4.13684	1.0	1.0	1.0	NA	125.0	125.0	102.4	NA	1.846	2.115	NA	NA	200.0	NA	179.799	21.671	NA	NA	NA	NA	NA	NA	1.5	2.719	1.0	4.824	2.0	5.093	0.667	4.325	2.167	4.157	0.2607	0.0219	1.0	0.0	1.0	34.0	88.0	168.0	1.4	0.9	5.0	3.0	2.0	4.3	7.0	5.7	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.75	0.75	0.0	0.0	0.0	1.0	4.45	78.0	55.0	14.8	8.8	0.00892783	0.00156395	0.0626933	1.69118	2.5431	4.05943	0.0	90.25	100.0	100.0
6914	Edi-0	140.354	35.5	108.708	53.5	73.0	85.0	99.0	76.0	0.0	NA	0.0	0.0	0.0	5.95605	83.9293	590.97	13344.7	10274.4	10003.4	31905.6	27561.5	98.3896	61.8159	0.921377	3.26464	1.38797	66.5073	0.177794	6.1142	3.20529	2.75307	0.0	1.0	1.0	1.0	125.0	60.0	37.6	28.3	1.811	0.8065	31.2	20.9	75.0	86.1	178.057	33.1322	93.0026	NA	NA	NA	NA	NA	1.5	3.42	0.333	3.794	7.0	1.449	3.167	5.061	1.5	4.485	0.6346	0.0389	0.0	1.0	1.0	41.0	41.0	77.0	1.4	0.9	7.0	3.0	2.0	5.0	8.5	10.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.75	1.0	0.0	1.0	0.0	1.0	5.92	18.0	28.0	59.0	12.8	0.0108297	0.00508417	0.105011	0.0	100.0	43.6321	0.0	0.0	19.0	73.9986
6915	Ei-2	41.2014	30.1667	101.031	55.6667	53.0	48.0	46.0	13.0	0.0	NA	NA	NA	NA	8.08121	77.9073	575.404	13640.8	8306.73	10427.4	28055.8	27517.0	96.0096	58.8155	1.37729	2.70355	1.2541	69.0322	0.130999	6.46834	2.60491	4.22232	0.0	1.0	0.0	1.0	NA	NA	NA	22.4	0.463	1.2478	29.4	18.6	37.8	33.8	179.26	29.6225	37.1818	22.3189	75.8766	59.5483	15.6479	38.3679	1.0	5.082	0.333	4.401	4.667	4.953	1.167	4.388	2.0	5.093	0.4683	0.0355	0.0	0.0	0.0	20.0	30.0	34.0	1.4	1.0	5.0	3.0	2.0	5.0	8.5	10.5	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.5	0.5	0.0	0.0	1.0	1.0	5.73	14.0	23.8	14.0	10.2	0.00799193	0.00269385	0.0908374	0.683034	58.0065	31.2414	0.0	7.25	44.25	98.913
